"exam_code","material_scope","material_group","document_type","source_repo_path","relative_path","original_filename","normalized_id","file_ext","size_bytes","sha256","qa_status","tags","notes"
"SHARED","duff - the buy side_ a wall street trader_s tale of spectacular excess (2013).epub","shared","epub-reference","resources/source-material/shared/Duff - The Buy Side_ a Wall Street Trader_s Tale of Spectacular Excess (2013).epub","Duff - The Buy Side_ a Wall Street Trader_s Tale of Spectacular Excess (2013).epub","Duff - The Buy Side_ a Wall Street Trader_s Tale of Spectacular Excess (2013).epub","shared-epub-reference-duff-the-buy-side-a-wall-street-trader-s-tale-of-spectacular-excess-2013",".epub","404647","30C56552C092C5BDC23A68D518E31CA4DF283F569D6B2E9BC716AAF9A5937EBE","extracted","",""
"SHARED","duncan - the new depression_ the breakdown of the paper money economy (2012).epub","shared","epub-reference","resources/source-material/shared/Duncan - The New Depression_ the Breakdown of the Paper Money Economy (2012).epub","Duncan - The New Depression_ the Breakdown of the Paper Money Economy (2012).epub","Duncan - The New Depression_ the Breakdown of the Paper Money Economy (2012).epub","shared-epub-reference-duncan-the-new-depression-the-breakdown-of-the-paper-money-economy-2012",".epub","1868566","CD9F85AC4C1A2DD21C2C7B800E048FAAD8FD0EA6224DE20192257A25A484E8D8","extracted","",""
"SHARED","edelbacher et al (eds.) - financial crimes_ a threat to global security (2012).epub","shared","epub-reference","resources/source-material/shared/Edelbacher et al (Eds.) - Financial Crimes_ a Threat to Global Security (2012).epub","Edelbacher et al (Eds.) - Financial Crimes_ a Threat to Global Security (2012).epub","Edelbacher et al (Eds.) - Financial Crimes_ a Threat to Global Security (2012).epub","shared-epub-reference-edelbacher-et-al-eds-financial-crimes-a-threat-to-global-security-2012",".epub","3083655","42CAF5FD488816C7CAC6AFE4E8338E63FC9836884B30394E7B6B408A2A4740E3","extracted","",""
"SHARED","ehrenreich - nickel and dimed_ on (not) getting by in america (2002).epub","shared","epub-reference","resources/source-material/shared/Ehrenreich - Nickel and Dimed_ On (Not) Getting By in America (2002).epub","Ehrenreich - Nickel and Dimed_ On (Not) Getting By in America (2002).epub","Ehrenreich - Nickel and Dimed_ On (Not) Getting By in America (2002).epub","shared-epub-reference-ehrenreich-nickel-and-dimed-on-not-getting-by-in-america-2002",".epub","245396","EFD40382701878DEE130010384D5538BCA72E255DDDFE18D154EE8C8668787C8","extracted","",""
"SHARED","eichenwald - conspiracy of fools_ a true story (2005).epub","shared","epub-reference","resources/source-material/shared/Eichenwald - Conspiracy of Fools_ a True Story (2005).epub","Eichenwald - Conspiracy of Fools_ a True Story (2005).epub","Eichenwald - Conspiracy of Fools_ a True Story (2005).epub","shared-epub-reference-eichenwald-conspiracy-of-fools-a-true-story-2005",".epub","2516681","B6B8787CD54202F3160F39499674B4BB45D6D8FA77B2B2C452616C505061DF5E","extracted","",""
"SHARED","farrell - crash of the titans_ greed, hubris, the fall of merrill lynch, and the near collapse of boa (2010).epub","shared","epub-reference","resources/source-material/shared/Farrell - Crash of the Titans_ Greed, Hubris, the Fall of Merrill Lynch, and the Near Collapse of BoA (2010).epub","Farrell - Crash of the Titans_ Greed, Hubris, the Fall of Merrill Lynch, and the Near Collapse of BoA (2010).epub","Farrell - Crash of the Titans_ Greed, Hubris, the Fall of Merrill Lynch, and the Near Collapse of BoA (2010).epub","shared-epub-reference-farrell-crash-of-the-titans-greed-hubris-the-fall-of-merrill-lynch-and-the-near-collapse-of-boa-2010",".epub","2196792","3DD14E8058DAA72DD323B8C3659CAE33151B857647DF3708EA5A78BC2C194562","extracted","",""
"SHARED","flash boys_ a wall street revol - lewis, michael.epub","shared","epub-reference","resources/source-material/shared/Flash Boys_ A Wall Street Revol - Lewis, Michael.epub","Flash Boys_ A Wall Street Revol - Lewis, Michael.epub","Flash Boys_ A Wall Street Revol - Lewis, Michael.epub","shared-epub-reference-flash-boys-a-wall-street-revol-lewis-michael",".epub","354057","1C3AC6DDCF2A60ED4F946DFBB286FBF8AB6BA53FCA6D0DA95ECC6FA29075E4E2","extracted","",""
"SHARED","frank - the high-beta rich_ how the manic wealthy will take us to the next boom, bubble, and bust (2011).epub","shared","epub-reference","resources/source-material/shared/Frank - The High-Beta Rich_ How the Manic Wealthy Will Take Us to the Next Boom, Bubble, and Bust (2011).epub","Frank - The High-Beta Rich_ How the Manic Wealthy Will Take Us to the Next Boom, Bubble, and Bust (2011).epub","Frank - The High-Beta Rich_ How the Manic Wealthy Will Take Us to the Next Boom, Bubble, and Bust (2011).epub","shared-epub-reference-frank-the-high-beta-rich-how-the-manic-wealthy-will-take-us-to-the-next-boom-bubble-and-bust-2011",".epub","2528942","325B41994D21EAFAE168C919C31E308C54A9E7C1A9ACD1293F5AA3C167E453A4","extracted","",""
"SHARED","freeland - plutocrats_ the rise of the new global super rich and the fall of everyone else (2012).epub","shared","epub-reference","resources/source-material/shared/Freeland - Plutocrats_ the Rise of the New Global Super Rich and the Fall of Everyone Else (2012).epub","Freeland - Plutocrats_ the Rise of the New Global Super Rich and the Fall of Everyone Else (2012).epub","Freeland - Plutocrats_ the Rise of the New Global Super Rich and the Fall of Everyone Else (2012).epub","shared-epub-reference-freeland-plutocrats-the-rise-of-the-new-global-super-rich-and-the-fall-of-everyone-else-2012",".epub","544541","E7BE16024D7EF478906B480F732A326001497BF793899E97B96A98688A877347","extracted","",""
"SHARED","freeman - secret weapon_ how economic terrorism brought down the u.s. stock market and why it can happen again (2012).epub","shared","epub-reference","resources/source-material/shared/Freeman - Secret Weapon_ How Economic Terrorism Brought Down the U.S. Stock Market and Why It Can Happen Again (2012).epub","Freeman - Secret Weapon_ How Economic Terrorism Brought Down the U.S. Stock Market and Why It Can Happen Again (2012).epub","Freeman - Secret Weapon_ How Economic Terrorism Brought Down the U.S. Stock Market and Why It Can Happen Again (2012).epub","shared-epub-reference-freeman-secret-weapon-how-economic-terrorism-brought-down-the-u-s-stock-market-and-why-it-can-happen-again-2012",".epub","474287","5560D022DB107DFC2B7716A4F9D03EC13BCD33E79E858A95526A7A85748BEF07","extracted","",""
"SHARED","gordon - hamilton_s blessing_ the extraordinary life and times of our national debt (2010).epub","shared","epub-reference","resources/source-material/shared/Gordon - Hamilton_s Blessing_ the Extraordinary Life and Times of Our National Debt (2010).epub","Gordon - Hamilton_s Blessing_ the Extraordinary Life and Times of Our National Debt (2010).epub","Gordon - Hamilton_s Blessing_ the Extraordinary Life and Times of Our National Debt (2010).epub","shared-epub-reference-gordon-hamilton-s-blessing-the-extraordinary-life-and-times-of-our-national-debt-2010",".epub","1274243","85FCFE64C8B33A70788F2B2BE0DC65DCAEBE075A886C97EEC3A8869A55836F3B","extracted","",""
"SHARED","hale & hale - what_s next_ unconventional wisdom on the future of the world economy (2011).epub","shared","epub-reference","resources/source-material/shared/Hale & Hale - What_s Next_ Unconventional Wisdom on the Future of the World Economy (2011).epub","Hale & Hale - What_s Next_ Unconventional Wisdom on the Future of the World Economy (2011).epub","Hale & Hale - What_s Next_ Unconventional Wisdom on the Future of the World Economy (2011).epub","shared-epub-reference-hale-hale-what-s-next-unconventional-wisdom-on-the-future-of-the-world-economy-2011",".epub","1097562","80473DDD41A650E01CD34862D6E550A1CBC9BFDD7CDD18635CC4D30329155C43","extracted","",""
"SHARED","hiatt (ed.) - a game as old as empire_ the secret world of economic hit men and the web of global corruption (2007).epub","shared","epub-reference","resources/source-material/shared/Hiatt (Ed.) - A Game as Old as Empire_ the Secret World of Economic Hit Men and the Web of Global Corruption (2007).epub","Hiatt (Ed.) - A Game as Old as Empire_ the Secret World of Economic Hit Men and the Web of Global Corruption (2007).epub","Hiatt (Ed.) - A Game as Old as Empire_ the Secret World of Economic Hit Men and the Web of Global Corruption (2007).epub","shared-epub-reference-hiatt-ed-a-game-as-old-as-empire-the-secret-world-of-economic-hit-men-and-the-web-of-global-corruption-2007",".epub","2793012","F95546092F362701D91E7904608EE19273BA0A45EE3228346EB84A97309970D0","extracted","",""
"SHARED","how the rigged economics of the meat and dairy industries are encouraging you to consume way more than you shouldand - david robinson simon meatonomics (2013).epub","shared","epub-reference","resources/source-material/shared/How the Rigged Economics of the Meat and Dairy Industries Are Encouraging You to Consume Way More Than You Shouldand - David Robinson Simon Meatonomics (2013).epub","How the Rigged Economics of the Meat and Dairy Industries Are Encouraging You to Consume Way More Than You Shouldand - David Robinson Simon Meatonomics (2013).epub","How the Rigged Economics of the Meat and Dairy Industries Are Encouraging You to Consume Way More Than You Shouldand - David Robinson Simon Meatonomics (2013).epub","shared-epub-reference-how-the-rigged-economics-of-the-meat-and-dairy-industries-are-encouraging-you-to-consume-way-more-than-you-shouldand-david-robinson-simon-meatonomics-2013",".epub","2120130","7F4998DBCAC302C3BEA6404B272B0A1D869BE4FFD63CAFFA85A4DE48B14E791C","extracted","",""
"SHARED","how the west was lost.epub","shared","epub-reference","resources/source-material/shared/How The West Was Lost.epub","How The West Was Lost.epub","How The West Was Lost.epub","shared-epub-reference-how-the-west-was-lost",".epub","1931876","E82E691E94A3CF5499ECF4552166398E9705A545F75427CFE5849AB8A804DF3A","extracted","",""
"SHARED","hudson - the monster_ how a gang of predatory lenders and wall street bankers fleeced america and spawned a global crisis (2010).epub","shared","epub-reference","resources/source-material/shared/Hudson - The Monster_ How a Gang of Predatory Lenders and Wall Street Bankers Fleeced America and Spawned a Global Crisis (2010).epub","Hudson - The Monster_ How a Gang of Predatory Lenders and Wall Street Bankers Fleeced America and Spawned a Global Crisis (2010).epub","Hudson - The Monster_ How a Gang of Predatory Lenders and Wall Street Bankers Fleeced America and Spawned a Global Crisis (2010).epub","shared-epub-reference-hudson-the-monster-how-a-gang-of-predatory-lenders-and-wall-street-bankers-fleeced-america-and-spawned-a-global-crisis-2010",".epub","559180","94940145A0C72D26C4BDBE9A1A7FBE8046CEFC5856272CC18705C35238AFFDCD","extracted","",""
"SHARED","hudson.the monster - how ... wall street bankers fleeced america (2011).epub","shared","epub-reference","resources/source-material/shared/Hudson.The Monster - How ... Wall Street Bankers Fleeced America (2011).epub","Hudson.The Monster - How ... Wall Street Bankers Fleeced America (2011).epub","Hudson.The Monster - How ... Wall Street Bankers Fleeced America (2011).epub","shared-epub-reference-hudson-the-monster-how-wall-street-bankers-fleeced-america-2011",".epub","484134","9ACD0B4E30C5E8E76BFACA7A4D494FA83B96FF253C0480DA17A05AD7432D64AC","extracted","",""
"SHARED","huffington - pigs at the trough_ how corporate greed and political corruption are undermining america (2009).epub","shared","epub-reference","resources/source-material/shared/Huffington - Pigs at the Trough_ How Corporate Greed and Political Corruption are Undermining America (2009).epub","Huffington - Pigs at the Trough_ How Corporate Greed and Political Corruption are Undermining America (2009).epub","Huffington - Pigs at the Trough_ How Corporate Greed and Political Corruption are Undermining America (2009).epub","shared-epub-reference-huffington-pigs-at-the-trough-how-corporate-greed-and-political-corruption-are-undermining-america-2009",".epub","2097210","1D93EB5DC3A236ED5BD70AAD10EFF9D3782D8FF7C29BCD7BEAA91DD1E2EFB799","extracted","",""
"SHARED","irvine - zombies, bananas and why there are no economists in heaven (2012).epub","shared","epub-reference","resources/source-material/shared/Irvine - Zombies, Bananas and Why There Are No Economists in Heaven (2012).epub","Irvine - Zombies, Bananas and Why There Are No Economists in Heaven (2012).epub","Irvine - Zombies, Bananas and Why There Are No Economists in Heaven (2012).epub","shared-epub-reference-irvine-zombies-bananas-and-why-there-are-no-economists-in-heaven-2012",".epub","5237840","ECAAA65AC15C4C2DF8CB44012759B999252C7E565EB6DAC517658C7C87859A70","extracted","",""
"SHARED","islamic finance for dummies, faleel jamaldeen, 2012.epub","shared","epub-reference","resources/source-material/shared/Islamic Finance For Dummies, Faleel Jamaldeen, 2012.epub","Islamic Finance For Dummies, Faleel Jamaldeen, 2012.epub","Islamic Finance For Dummies, Faleel Jamaldeen, 2012.epub","shared-epub-reference-islamic-finance-for-dummies-faleel-jamaldeen-2012",".epub","2736299","D149BF91364D693A17F3081172B42D683407E6B926B2D12C4FE37B7B4AA0112D","extracted","",""
"SHARED","ivry - the seven sins of wall street_ big banks, their washington lackeys, and the next financial crisis (2014).epub","shared","epub-reference","resources/source-material/shared/Ivry - The Seven Sins of Wall Street_ Big Banks, Their Washington Lackeys, and the Next Financial Crisis (2014).epub","Ivry - The Seven Sins of Wall Street_ Big Banks, Their Washington Lackeys, and the Next Financial Crisis (2014).epub","Ivry - The Seven Sins of Wall Street_ Big Banks, Their Washington Lackeys, and the Next Financial Crisis (2014).epub","shared-epub-reference-ivry-the-seven-sins-of-wall-street-big-banks-their-washington-lackeys-and-the-next-financial-crisis-2014",".epub","498774","D98CCB95210D619B7B82D2EEA0257018F39AD790B0CC1D4CD01CD1C50C24644C","extracted","",""
"SHARED","johnson - life or debt 2010_ a new path to financial freedom (2010).epub","shared","epub-reference","resources/source-material/shared/Johnson - Life or Debt 2010_ a New Path to Financial Freedom (2010).epub","Johnson - Life or Debt 2010_ a New Path to Financial Freedom (2010).epub","Johnson - Life or Debt 2010_ a New Path to Financial Freedom (2010).epub","shared-epub-reference-johnson-life-or-debt-2010-a-new-path-to-financial-freedom-2010",".epub","1887996","D824A85B5D8F55D501BBABB7D37486DA2F7B3D5F1F4EAF4CFBA9635E98696D05","extracted","",""
