"exam_code","source_path","destination_path","relative_path","file_ext","size_bytes","sha256","last_ingested_utc"
"CB1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB1\Sep23\IandF_CB1_202309_Examiner Report.pdf","resources/past-papers/raw/CB1/Sep23/IandF_CB1_202309_Examiner Report.pdf","CB1/Sep23/IandF_CB1_202309_Examiner Report.pdf",".pdf","102706","2C9E973FAB8D36E8BD90E103990CA3E8FFF190214883AF0B6D647EFC6152913C","2026-06-15T23:23:18Z"
"CB1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB1\Sep24\CB1_September 2024_Exam Paper.pdf","resources/past-papers/raw/CB1/Sep24/CB1_September 2024_Exam Paper.pdf","CB1/Sep24/CB1_September 2024_Exam Paper.pdf",".pdf","169048","360BCFF1376CA74089B2FC48830A61FAAB192705420D10E7C13A85C190A8FDE7","2026-06-15T23:23:18Z"
"CB1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB1\Sep24\CB1_September 2024_Examiner Report.pdf","resources/past-papers/raw/CB1/Sep24/CB1_September 2024_Examiner Report.pdf","CB1/Sep24/CB1_September 2024_Examiner Report.pdf",".pdf","314967","1EBF83A6B4009ADF22AE19E94128BEBA5F613306E41F7DF7CC1DF63965011BDD","2026-06-15T23:23:18Z"
"CB1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB1\Sep25\CB1_Sept 2025_Exam.pdf","resources/past-papers/raw/CB1/Sep25/CB1_Sept 2025_Exam.pdf","CB1/Sep25/CB1_Sept 2025_Exam.pdf",".pdf","187200","E97EB5222FB2F552BDCC3F4FB9AE26895BF8D0FB2055F7C97E3D4C1549DC0A31","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr21\CB2_121_EXAM.pdf","resources/past-papers/raw/CB2/Apr21/CB2_121_EXAM.pdf","CB2/Apr21/CB2_121_EXAM.pdf",".pdf","220047","70116BFBD42B23E16C8176B6828A048E3E6D75D5BAC2BCE1F39D0A844B87C2DC","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr21\landF_CB2_202104_Examiners_Report.pdf","resources/past-papers/raw/CB2/Apr21/landF_CB2_202104_Examiners_Report.pdf","CB2/Apr21/landF_CB2_202104_Examiners_Report.pdf",".pdf","62522","D5F1E26E7C6861BC6C426676E1140CCC7D83EAD75EE911F9260C7872528A61EB","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr22\CB2_April22_EXAM_Clean Proof.pdf","resources/past-papers/raw/CB2/Apr22/CB2_April22_EXAM_Clean Proof.pdf","CB2/Apr22/CB2_April22_EXAM_Clean Proof.pdf",".pdf","228801","358C3F727D73FA435ECBCBC55E70A1293B1426F053F7F79C8F186AF2CDBABD6D","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr22\IandF_CB2_202204_Examiner Report.pdf","resources/past-papers/raw/CB2/Apr22/IandF_CB2_202204_Examiner Report.pdf","CB2/Apr22/IandF_CB2_202204_Examiner Report.pdf",".pdf","290302","48897BFDF076A61208C4CB61E1FC31D163171657582B74C90DAD0389537270A5","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr23\CB2_April23_EXAM_Clean Proof.pdf","resources/past-papers/raw/CB2/Apr23/CB2_April23_EXAM_Clean Proof.pdf","CB2/Apr23/CB2_April23_EXAM_Clean Proof.pdf",".pdf","175334","0E4378A494606270171E75F9CF60E7910B3C0884A54891AA83AA7FAA3659A27B","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr23\IandF_CB2_202304_Examiner Report.pdf","resources/past-papers/raw/CB2/Apr23/IandF_CB2_202304_Examiner Report.pdf","CB2/Apr23/IandF_CB2_202304_Examiner Report.pdf",".pdf","116760","9AC38F25FC7724C91466A9E7C8DCCAF7FAF45C5AD4C2EA9D283FB420F2952529","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr24\CB2_April 2024_Examiner Report.pdf","resources/past-papers/raw/CB2/Apr24/CB2_April 2024_Examiner Report.pdf","CB2/Apr24/CB2_April 2024_Examiner Report.pdf",".pdf","302897","442B980899CAAFB57BA269F5DB50987E765D97CD09FDD02BC657BCD4998B83CC","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr24\CB2_April_2024_Exam_Paper.pdf","resources/past-papers/raw/CB2/Apr24/CB2_April_2024_Exam_Paper.pdf","CB2/Apr24/CB2_April_2024_Exam_Paper.pdf",".pdf","214459","209924A65491DCE66A9CFC2DFD61B72C4B067D405BC91C08EFDEA14DBB20E9E5","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr25\CB2_April2025_Exam Paper.pdf","resources/past-papers/raw/CB2/Apr25/CB2_April2025_Exam Paper.pdf","CB2/Apr25/CB2_April2025_Exam Paper.pdf",".pdf","227939","F3BE8AE10FA4BB16EC54A174929E90F598F935F69B0F3D1A721991250D4E9573","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Apr25\CB2_April2025_Examiners' Report.pdf","resources/past-papers/raw/CB2/Apr25/CB2_April2025_Examiners' Report.pdf","CB2/Apr25/CB2_April2025_Examiners' Report.pdf",".pdf","644512","99D8E89FCC8C605286070F3B1AB92ABD5265FDA5DA493778FE247497D64E001E","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep20\IandF_CB2_202009_Examiners_Report.pdf","resources/past-papers/raw/CB2/Sep20/IandF_CB2_202009_Examiners_Report.pdf","CB2/Sep20/IandF_CB2_202009_Examiners_Report.pdf",".pdf","70260","EB98957318B532D672A2FF2A2F6FFE93FE36F2ADCFA33B135AD1270A7E05B8B8","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep20\IandF_CB2_202009_ExamPaper.pdf","resources/past-papers/raw/CB2/Sep20/IandF_CB2_202009_ExamPaper.pdf","CB2/Sep20/IandF_CB2_202009_ExamPaper.pdf",".pdf","262839","EE66FBB2E45CFA82BAFCE805C265CAAEC53AE1B9956D2AC70508ED3633087415","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep21\CB2_221_EXAM_Clean Proof.pdf","resources/past-papers/raw/CB2/Sep21/CB2_221_EXAM_Clean Proof.pdf","CB2/Sep21/CB2_221_EXAM_Clean Proof.pdf",".pdf","241695","CE88C544A9253DC89FD8D660B58239015E3A43AE34C164E4ADFC87A8C19232A6","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep21\IandF_CB2_202109_Examiner Report.pdf","resources/past-papers/raw/CB2/Sep21/IandF_CB2_202109_Examiner Report.pdf","CB2/Sep21/IandF_CB2_202109_Examiner Report.pdf",".pdf","80425","03EF2AB319AD0E1FCE99E4341D42C259208D82EAEC0AE3BE38D0133506A29800","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep22\CB2_September22_EXAM.pdf","resources/past-papers/raw/CB2/Sep22/CB2_September22_EXAM.pdf","CB2/Sep22/CB2_September22_EXAM.pdf",".pdf","223059","65BCFDF58FDCC28EF713A50940BD5F16BC634F6F9F4DDEA0B0B8ECDB0E52601A","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep22\IandF_CB2_202209_Examiner Report.pdf","resources/past-papers/raw/CB2/Sep22/IandF_CB2_202209_Examiner Report.pdf","CB2/Sep22/IandF_CB2_202209_Examiner Report.pdf",".pdf","101101","7A73F01C4854FFC640E03D585E5C711F36A2333A5956A628E6478C15DC87BB9C","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep23\CB2_September23_EXAM_Clean Proof.pdf","resources/past-papers/raw/CB2/Sep23/CB2_September23_EXAM_Clean Proof.pdf","CB2/Sep23/CB2_September23_EXAM_Clean Proof.pdf",".pdf","294160","859776873CD56F60E8A68B5B1E8F168D7EBD9D41F537D8799A97C7E4B9C53217","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep23\IandF_CB2_202309_Examiner Report.pdf","resources/past-papers/raw/CB2/Sep23/IandF_CB2_202309_Examiner Report.pdf","CB2/Sep23/IandF_CB2_202309_Examiner Report.pdf",".pdf","132246","DBD21B0600A61823D9AD394BDD84FD799D555F80BCD729AD2837024BDA1F6F08","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep24\CB2_September 2024_Exam Paper.pdf","resources/past-papers/raw/CB2/Sep24/CB2_September 2024_Exam Paper.pdf","CB2/Sep24/CB2_September 2024_Exam Paper.pdf",".pdf","169879","AEBD89B66E3BBF048B327FA0E63D769EC373CD23C0C3AEB55AA88591CF9CCAAD","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep24\CB2_September 2024_Examiner Report.pdf","resources/past-papers/raw/CB2/Sep24/CB2_September 2024_Examiner Report.pdf","CB2/Sep24/CB2_September 2024_Examiner Report.pdf",".pdf","317617","AB49977A5B8C32739CAC2313D69145ED3933F6699AA5D9D069A6D25A8F21EFF2","2026-06-15T23:23:18Z"
"CB2","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CB2\Sep25\CB2_Sept_2025_ Exam.pdf","resources/past-papers/raw/CB2/Sep25/CB2_Sept_2025_ Exam.pdf","CB2/Sep25/CB2_Sept_2025_ Exam.pdf",".pdf","244507","04A33507EE819B62C11DA31A6C81562C029A6F8E6E34FD0EDF8F8720FEF17546","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr21\CM1A_121_EXAM.pdf","resources/past-papers/raw/CM1/CM1A/Apr21/CM1A_121_EXAM.pdf","CM1/CM1A/Apr21/CM1A_121_EXAM.pdf",".pdf","262576","AEF76F486E90C5123C22394BCA0D7A5F1C3A707544E204BA696F317D560F8EA4","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr21\IandF_CM1_Paper A_202104_Examiners_Report.pdf","resources/past-papers/raw/CM1/CM1A/Apr21/IandF_CM1_Paper A_202104_Examiners_Report.pdf","CM1/CM1A/Apr21/IandF_CM1_Paper A_202104_Examiners_Report.pdf",".pdf","233729","CEBEBA97BA178A57B3DC221517371B0AA80E6FE03983807754A7515167A3631E","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr22\CM1A_April22_EXAM_Clean Proof.pdf","resources/past-papers/raw/CM1/CM1A/Apr22/CM1A_April22_EXAM_Clean Proof.pdf","CM1/CM1A/Apr22/CM1A_April22_EXAM_Clean Proof.pdf",".pdf","231226","2C5A735FA721EF91381185C1278CB976444F5EE719C49148D15181FE6309E8AB","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr22\IandF_CM1_Paper A_202204_Examiner Report.pdf","resources/past-papers/raw/CM1/CM1A/Apr22/IandF_CM1_Paper A_202204_Examiner Report.pdf","CM1/CM1A/Apr22/IandF_CM1_Paper A_202204_Examiner Report.pdf",".pdf","227357","5DDD1990BDBE7B0EFE5AB5BDA05E27B8E51C3B29564C12733D2F738A3B6D1E81","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr23\CM1A_April23_EXAM_Clean Proof.pdf","resources/past-papers/raw/CM1/CM1A/Apr23/CM1A_April23_EXAM_Clean Proof.pdf","CM1/CM1A/Apr23/CM1A_April23_EXAM_Clean Proof.pdf",".pdf","210586","EA12A170EDE1BF70A06BA2088E6CFFB8F730FD4AB27698EE4EA6BB75C8259CC7","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr23\IandF_CM1A_202304_Examiner report.pdf","resources/past-papers/raw/CM1/CM1A/Apr23/IandF_CM1A_202304_Examiner report.pdf","CM1/CM1A/Apr23/IandF_CM1A_202304_Examiner report.pdf",".pdf","218815","F6D3B4CF4FCB51C5971C73C1F4184E6C391DF9D69E1716539C1B4767E646BCE5","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr24\CM1A_April 2024_Examiner Report.pdf","resources/past-papers/raw/CM1/CM1A/Apr24/CM1A_April 2024_Examiner Report.pdf","CM1/CM1A/Apr24/CM1A_April 2024_Examiner Report.pdf",".pdf","433050","6A38052B792EDB02DC706DA02C47E4F0D1B086ECFDB89DDAFDCD649533780BD8","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr24\CM1A_April_2024_Exam_Paper.pdf","resources/past-papers/raw/CM1/CM1A/Apr24/CM1A_April_2024_Exam_Paper.pdf","CM1/CM1A/Apr24/CM1A_April_2024_Exam_Paper.pdf",".pdf","250186","46DC756C4020005DA4C93CFBC237792E41EEF57CD11D0798803E4707ED666BF6","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr25\CM1A_ April2025_Exam Paper.pdf","resources/past-papers/raw/CM1/CM1A/Apr25/CM1A_ April2025_Exam Paper.pdf","CM1/CM1A/Apr25/CM1A_ April2025_Exam Paper.pdf",".pdf","243741","209AFB1CF72E2A1B684A06A7B12D163CFE482E0D5D8768909C7B1A82F01C1A25","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Apr25\CM1A_ April2025_Examiners' Report.pdf","resources/past-papers/raw/CM1/CM1A/Apr25/CM1A_ April2025_Examiners' Report.pdf","CM1/CM1A/Apr25/CM1A_ April2025_Examiners' Report.pdf",".pdf","1065035","95BC67BF699E361A6B488E1A03C0CAB772C28F4629BB8067C1FFEF7546A39D69","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep20\IandF_CM1A_202009_Examiners_Report.pdf","resources/past-papers/raw/CM1/CM1A/Sep20/IandF_CM1A_202009_Examiners_Report.pdf","CM1/CM1A/Sep20/IandF_CM1A_202009_Examiners_Report.pdf",".pdf","219749","398991DB58AB97BCC2313CD8A34003E11DD12A132D2BB2E8DD776BFF4711711C","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep20\IandF_CM1A_202009_ExamPaper.pdf","resources/past-papers/raw/CM1/CM1A/Sep20/IandF_CM1A_202009_ExamPaper.pdf","CM1/CM1A/Sep20/IandF_CM1A_202009_ExamPaper.pdf",".pdf","300925","B847366AA883A31BD5C6CDFD0A17BEABF842C24107532A9DA77DBE25D8879118","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep21\CM1A_221_EXAM_Final Clean.pdf","resources/past-papers/raw/CM1/CM1A/Sep21/CM1A_221_EXAM_Final Clean.pdf","CM1/CM1A/Sep21/CM1A_221_EXAM_Final Clean.pdf",".pdf","529701","55074C0191498C2BB078EF4DAADF80E3891C02ABBE77B12A06572680E954F7D6","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep21\IandF_CM1_Paper A_202109_Examiner Report.pdf","resources/past-papers/raw/CM1/CM1A/Sep21/IandF_CM1_Paper A_202109_Examiner Report.pdf","CM1/CM1A/Sep21/IandF_CM1_Paper A_202109_Examiner Report.pdf",".pdf","213311","F18C1FEEDCA9DF32BAA09544220C27B7BBD23961C1FFBFDD923C32DC7D5AD33B","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep22\CM1A_September22_EXAM.pdf","resources/past-papers/raw/CM1/CM1A/Sep22/CM1A_September22_EXAM.pdf","CM1/CM1A/Sep22/CM1A_September22_EXAM.pdf",".pdf","240640","D8CA315DA2B842BB32B1688A5EF969C818BDB2E376CFB58017EF5095D0207889","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep22\IandF_CM1A_202209_Examiner Report.pdf","resources/past-papers/raw/CM1/CM1A/Sep22/IandF_CM1A_202209_Examiner Report.pdf","CM1/CM1A/Sep22/IandF_CM1A_202209_Examiner Report.pdf",".pdf","316340","3EA65EA0E73D4BFA85D710AEAC363399B6C68A333CCDFB3F146CE12ED817CCBE","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep23\CM1A_September23_Clean Proof.pdf","resources/past-papers/raw/CM1/CM1A/Sep23/CM1A_September23_Clean Proof.pdf","CM1/CM1A/Sep23/CM1A_September23_Clean Proof.pdf",".pdf","223040","6CDDDD293D5E32E6DC0B64BC1D2C12655929BEDE8FCB3B71E483641A8E980843","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep23\IandF_CM1A_202309_Examiner Report.pdf","resources/past-papers/raw/CM1/CM1A/Sep23/IandF_CM1A_202309_Examiner Report.pdf","CM1/CM1A/Sep23/IandF_CM1A_202309_Examiner Report.pdf",".pdf","215248","32EAC6149AA595EA570B8BCE791CA2AE84DF5BB020724448504533B44442E857","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep24\CM1A_September 2024_Exam Paper.pdf","resources/past-papers/raw/CM1/CM1A/Sep24/CM1A_September 2024_Exam Paper.pdf","CM1/CM1A/Sep24/CM1A_September 2024_Exam Paper.pdf",".pdf","208024","9044FC65711795D80C7E7009AD9B49D15B585FBF2399F90A41C60C9A723723F7","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep24\CM1A_September 2024_Examiner Report.pdf","resources/past-papers/raw/CM1/CM1A/Sep24/CM1A_September 2024_Examiner Report.pdf","CM1/CM1A/Sep24/CM1A_September 2024_Examiner Report.pdf",".pdf","453902","ED7A21CCE3C3D03F1560D642DC4D530C9E845D2573A6C53F1DA487E0AAD7AEF5","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1A\Sep25\CM1A_Sept 2025_Exam.pdf","resources/past-papers/raw/CM1/CM1A/Sep25/CM1A_Sept 2025_Exam.pdf","CM1/CM1A/Sep25/CM1A_Sept 2025_Exam.pdf",".pdf","264163","9C25A36143B1A6A7F04E4C6C6E7DB44A1958F828123EB1AC961BF32D43A8984A","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1B\Apr21\CM1B_121_EXAM.pdf","resources/past-papers/raw/CM1/CM1B/Apr21/CM1B_121_EXAM.pdf","CM1/CM1B/Apr21/CM1B_121_EXAM.pdf",".pdf","147042","8EB7849944614C7EE3B775DD0BDF2E775D33D52CDF5BE51B483A75D487732CC3","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1B\Apr21\CM1B_121_Solutions.xlsx","resources/past-papers/raw/CM1/CM1B/Apr21/CM1B_121_Solutions.xlsx","CM1/CM1B/Apr21/CM1B_121_Solutions.xlsx",".xlsx","88759","CBA8BB9E0D2BA05D6A7594AC5AB3175FEE8F618F4C3F546BBD09ADC2BF505239","2026-06-15T23:23:18Z"
"CM1","C:\Users\Danha\Downloads\Organised Actuarial Past Papers\CM1\CM1B\Apr21\CM1B_April 2021_AnswerSheet_Final.xlsx","resources/past-papers/raw/CM1/CM1B/Apr21/CM1B_April 2021_AnswerSheet_Final.xlsx","CM1/CM1B/Apr21/CM1B_April 2021_AnswerSheet_Final.xlsx",".xlsx","45717","7EB073B327D9406416A828496A2FF7FAB5FC84284D2EE5BD3B2CF43735ADC898","2026-06-15T23:23:18Z"
